claimId,contentId,exactClaim,claimType,sourceId,sourceTitle,publisher,url,publishedDate,accessedAt,sourceVersion,applicableContext,evidenceLocation,supportStatus,verificationMethod,checkedBy,checkedAt,contentVersion,notes
puppy-first-week-guide-claim-11,blog-puppy-first-week-guide,Veterinary examination should be scheduled as soon as possible; no 48-72 hour rule located,health,puppy-first-week-guide-source-11,Selecting a Dog,American Veterinary Medical Association,https://ebusiness.avma.org/files/productdownloads/SelectDog_En.pdf,,2026-09-12,current-at-access,Veterinary examination should be scheduled as soon as possible; no 48-72 hour rule located,When you acquire a pet,PARTIAL,official_pdf_read,codex-editorial-audit,2026-09-12,sha256:af36fd30b51fc812eef58ad7ac5a97f23cbd8bcc841a3eebe6cdcd388b174991,Unsupported 48-72 hour attribution replaced with the source's actual non-numeric guidance
pet-food-rotation-guide-claim-12,blog-155,"This Heinze paper concerns diets recommended for dogs with cancer, not rotation feeding benefits",health,pet-food-rotation-guide-source-12,Assessment of commercial diets and recipes for home-prepared diets recommended for dogs with cancer,JAVMA / PubMed,https://pubmed.ncbi.nlm.nih.gov/23176236/,2012-12-01,2026-09-12,2012-12-01,"This Heinze paper concerns diets recommended for dogs with cancer, not rotation feeding benefits",bibliographic record,CONTRADICTED,official_bibliographic_record,codex-editorial-audit,2026-09-12,sha256:99905df9cd15f99ddff6219c51c1bf077d48eb34f70aecf4d9f1914f921a9d0e,False attribution removed; rotation benefit claims rewritten as unverified considerations
pet-food-rotation-guide-claim-13,blog-155,"Nutritional adequacy should match species, life stage, and condition",health,pet-food-rotation-guide-source-13,Selecting the Right Pet Food,AAFCO,https://www.aafco.org/consumers/understanding-pet-food/selecting-the-right-pet-food,,2026-09-12,current-at-access,"Nutritional adequacy should match species, life stage, and condition",Life Stage and Condition,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:99905df9cd15f99ddff6219c51c1bf077d48eb34f70aecf4d9f1914f921a9d0e,"Used only for label and nutritional-adequacy guidance, not to claim rotation benefits"
pet-first-aid-guide-claim-14,seed-guide-pet-first-aid,Supports general emergency preparation topics but does not identify a 2023 manual edition,health,pet-first-aid-guide-source-14,Learn Pet First Aid for Emergencies,American Red Cross,https://www.redcross.org/take-a-class/resources/learn-pet-first-aid,,2026-09-12,current-at-access,Supports general emergency preparation topics but does not identify a 2023 manual edition,Course and app overview,PARTIAL,official_page_read,codex-editorial-audit,2026-09-12,sha256:675d2a750f683e8176f1ee3302bd685498a8fd380829f7b331ddf23c04040cef,Unverified manual edition removed
pet-first-aid-guide-claim-15,seed-guide-pet-first-aid,"Manual of Practical Animal Care is listed as published 2007 and reprinted with updates, not 3rd ed. 2022",health,pet-first-aid-guide-source-15,BSAVA Publications Catalogue 2026,BSAVA,https://www.bsava.com/wp-content/uploads/2026/01/21289-Publications-Catalogue-2026-A5-Landscape.pdf,2026,2026-09-12,2026,"Manual of Practical Animal Care is listed as published 2007 and reprinted with updates, not 3rd ed. 2022",Veterinary nursing catalogue entry,CONTRADICTED,official_catalogue_read,codex-editorial-audit,2026-09-12,sha256:675d2a750f683e8176f1ee3302bd685498a8fd380829f7b331ddf23c04040cef,Edition and publication year corrected
pet-emergency-vet-preparation-claim-16,blog-453,"Repeated vomiting/diarrhea, altered responsiveness, seizures, bleeding and breathing difficulty warrant prompt veterinary care",health,pet-emergency-vet-preparation-source-16,Help! Is This a Pet Emergency?,AAHA,https://www.aaha.org/resources/help-is-this-a-pet-emergency/,2024-09-05,2026-09-12,2024-09-05,"Repeated vomiting/diarrhea, altered responsiveness, seizures, bleeding and breathing difficulty warrant prompt veterinary care",Emergency signs list,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:8b2eec3a46f5546eb97ce5d8fc018abed35f2cda95a63adb8854ae57d1f3d5bb,Article category corrected from insurance/legal to health; emergency wording narrowed
pet-emergency-vet-preparation-claim-17,blog-453,"Time a seizure, avoid the mouth, contact a veterinarian; do not induce vomiting or medicate without direction",health,pet-emergency-vet-preparation-source-17,Pet First Aid,AVMA,https://ebusiness.avma.org/files/ProductDownloads/mcm-client-brochures-pet-first-aid-2025.pdf,2025,2026-09-12,2025,"Time a seizure, avoid the mouth, contact a veterinarian; do not induce vomiting or medicate without direction",Seizure and poisoning first-aid sections,SUPPORTED,official_pdf_read,codex-editorial-audit,2026-09-12,sha256:8b2eec3a46f5546eb97ce5d8fc018abed35f2cda95a63adb8854ae57d1f3d5bb,Unsupported universal five-minute cutoff and ambiguous poison-service direction removed
pet-emergency-kit-guide-claim-18,blog-164,"Supports veterinary contact, safe transport, bleeding pressure, no unsupervised vomiting or medication, and cooling without ice-cold water",health,pet-emergency-kit-guide-source-18,Pet First Aid,AVMA,https://ebusiness.avma.org/files/ProductDownloads/mcm-client-brochures-pet-first-aid-2025.pdf,2025,2026-09-12,2025,"Supports veterinary contact, safe transport, bleeding pressure, no unsupervised vomiting or medication, and cooling without ice-cold water","Bleeding, poisoning, heatstroke and preparation sections",SUPPORTED,official_pdf_read,codex-editorial-audit,2026-09-12,sha256:aa91c6230bb307af657fa3a288628735304759808cf425945b198e709f67aca3,Unsupported survival comparison and arbitrary five-minute threshold removed
pet-emergency-kit-guide-claim-19,blog-164,"Supports emergency contacts, records, gauze, bandage, saline, thermometer, scissors, towel and transport supplies",health,pet-emergency-kit-guide-source-19,Pet First Aid Kit Checklist,AVMA,https://ebusiness.avma.org/files/productdownloads/LR_COM_FirstAid_010816.pdf,,2026-09-12,current-at-access,"Supports emergency contacts, records, gauze, bandage, saline, thermometer, scissors, towel and transport supplies",First aid kit checklist,SUPPORTED,official_pdf_read,codex-editorial-audit,2026-09-12,sha256:aa91c6230bb307af657fa3a288628735304759808cf425945b198e709f67aca3,"Used for preparation items only, not treatment-outcome claims"
pet-toxic-plants-dog-guide-claim-20,blog-199,"Supports species-specific toxic membership for named plants; not universal dose, timing, or severity claims",health,pet-toxic-plants-dog-guide-source-20,Toxic and Non-Toxic Plant List — Dogs,ASPCA,https://www.aspca.org/pet-care/animal-poison-control/dogs-plant-list,,2026-09-12,current-at-access,"Supports species-specific toxic membership for named plants; not universal dose, timing, or severity claims",Dog toxic-plant index,PARTIAL,official_page_read,codex-editorial-audit,2026-09-12,sha256:d4ebe4015fabc47c88ed91a65236ccbd69a6543125b978982ebadbd9f87aee20,"Unsupported 25 percent ranking, xylitol-plant category and 30-minute threshold removed"
pet-toxic-plants-cat-guide-claim-21,blog-200,Supports checking exact plant and animal species and urgent poison/veterinary contact,health,pet-toxic-plants-cat-guide-source-21,Toxic and Non-Toxic Plants,ASPCA,https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants,,2026-09-12,current-at-access,Supports checking exact plant and animal species and urgent poison/veterinary contact,Species-filtered plant database,PARTIAL,official_page_read,codex-editorial-audit,2026-09-12,sha256:42ecc04787b6cef434c4bd29e143c15829b2afcb7c014e4219a2b05fe5e1f2eb,Article renamed as a major-plant list rather than a complete list
pet-toxic-plants-cat-guide-claim-22,blog-200,True Lilium and Hemerocallis lilies can cause acute kidney injury in cats; plants merely called lily may have different toxicities,health,pet-toxic-plants-cat-guide-source-22,Houseplants and Ornamentals Toxic to Animals,Merck Veterinary Manual,https://www.merckvetmanual.com/toxicology/poisonous-plants/houseplants-and-ornamentals-toxic-to-animals,,2026-09-12,current-at-access,True Lilium and Hemerocallis lilies can cause acute kidney injury in cats; plants merely called lily may have different toxicities,Lily toxicity section,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:42ecc04787b6cef434c4bd29e143c15829b2afcb7c014e4219a2b05fe5e1f2eb,Overbroad all-lilies statement and unverified 18-hour treatment threshold removed
dog-flea-tick-guide-claim-23,blog-167,Supports product-label matching and separation until topical products dry; not universal application intervals,health,dog-flea-tick-guide-source-23,Safe Use of Flea and Tick Products in Pets,U.S. FDA,https://www.fda.gov/consumers/consumer-updates/safe-use-flea-and-tick-products-pets,,2026-09-12,current-at-access,Supports product-label matching and separation until topical products dry; not universal application intervals,"Species, life stage, weight, label and adverse-event sections",SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:691f137483813d4d58b12ae722fab6e893d80b9fc5ccdfbf65e2cb897863ffbf,Unsupported egg count and universal product durations removed
dog-flea-tick-guide-claim-24,blog-167,Never use dog products on cats or cat products on dogs; follow the label,health,dog-flea-tick-guide-source-24,Controlling Fleas and Ticks on Your Pet,U.S. EPA,https://www.epa.gov/pets/controlling-fleas-and-ticks-your-pet,,2026-09-12,current-at-access,Never use dog products on cats or cat products on dogs; follow the label,Product selection and use section,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:691f137483813d4d58b12ae722fab6e893d80b9fc5ccdfbf65e2cb897863ffbf,Reversed permethrin species warning corrected
cat-flea-tick-prevention-claim-25,blog-168,Supports species-specific selection and separating animals until a topical product dries,health,cat-flea-tick-prevention-source-25,Safe Use of Flea and Tick Products in Pets,U.S. FDA,https://www.fda.gov/consumers/consumer-updates/safe-use-flea-and-tick-products-pets,,2026-09-12,current-at-access,Supports species-specific selection and separating animals until a topical product dries,Multi-pet household and label sections,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:972ba7e93aeb862070d0cd700ecee88a4863312babcd992af0fe4a8f6cbfb4dc,Universal 24-hour separation replaced with label-specific guidance
cat-flea-tick-prevention-claim-26,blog-168,Supports treating pets and managing the environment; not a universal 60 C wash or two-week re-dose,health,cat-flea-tick-prevention-source-26,Fleas,Companion Animal Parasite Council,https://capcvet.org/guidelines/fleas/,,2026-09-12,current-at-access,Supports treating pets and managing the environment; not a universal 60 C wash or two-week re-dose,Control strategy,PARTIAL,official_page_read,codex-editorial-audit,2026-09-12,sha256:972ba7e93aeb862070d0cd700ecee88a4863312babcd992af0fe4a8f6cbfb4dc,Unverified number-one ranking and fixed retreatment instructions removed
dog-heartworm-treatment-guide-claim-27,blog-170,"Supports veterinarian-directed diagnosis, staged treatment, three-dose melarsomine protocol and exercise restriction",health,dog-heartworm-treatment-guide-source-27,Canine Guidelines,American Heartworm Society,https://www.heartwormsociety.org/veterinary-resources/american-heartworm-society-guidelines/canine,,2026-09-12,current-at-access,"Supports veterinarian-directed diagnosis, staged treatment, three-dose melarsomine protocol and exercise restriction",Current canine guideline landing page,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:8edd701b8655c9cf7233ccf7451e886ed5da3936aaa33cb16b27d4a450a8fa67,Unsupported 95 percent cure claim removed
dog-heartworm-treatment-guide-claim-28,blog-170,Guidelines are living documents and posted versions supersede prior editions,health,dog-heartworm-treatment-guide-source-28,American Heartworm Society Guidelines,American Heartworm Society,https://www.heartwormsociety.org/veterinary-resources/american-heartworm-society-guidelines,,2026-09-12,current-at-access,Guidelines are living documents and posted versions supersede prior editions,Guideline version statement,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:8edd701b8655c9cf7233ccf7451e886ed5da3936aaa33cb16b27d4a450a8fa67,Fixed six-month follow-up statement replaced with current-guideline and veterinarian direction
dog-dental-scaling-guide-claim-29,blog-231,"Supports anesthetized oral evaluation, radiography, scaling and individualized treatment planning",health,dog-dental-scaling-guide-source-29,2019 AAHA Dental Care Guidelines for Dogs and Cats,AAHA,https://www.aaha.org/resources/2019-aaha-dental-care-guidelines-for-dogs-and-cats/,2019-05-06,2026-09-12,2019-05-06,"Supports anesthetized oral evaluation, radiography, scaling and individualized treatment planning",Guideline overview and procedure sections,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:c1451e7f098886d2b21a5cbe6075c2ad1b0dbaf172da8e8ef99baa46189f9681,"Unsupported prevalence, tooth-loss, fixed interval, price and anesthesia mortality claims removed"
cat-anal-gland-guide-claim-30,blog-232,"Supports disease categories, clinical signs and veterinarian-directed expression, flushing, medication or surgery",health,cat-anal-gland-guide-source-30,Anal Sac Disease in Dogs and Cats,Merck Veterinary Manual,https://www.merckvetmanual.com/digestive-system/diseases-of-the-rectum-and-anus/anal-sac-disease-in-dogs-and-cats,2025-08,2026-09-12,2025-08,"Supports disease categories, clinical signs and veterinarian-directed expression, flushing, medication or surgery","Clinical findings, diagnosis and treatment",SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:93b849547007c57ce1e71268bf8c71c25300921e22dd2e62489cd6fad62a886c,Unverified WSAVA risk-factor and fixed treatment-duration claims removed
dog-anal-gland-express-guide-claim-31,blog-233,Supports professional assessment and gentle expression when indicated; not a universal home schedule,health,dog-anal-gland-express-guide-source-31,Anal Sac Disease in Dogs and Cats,Merck Veterinary Manual,https://www.merckvetmanual.com/digestive-system/diseases-of-the-rectum-and-anus/anal-sac-disease-in-dogs-and-cats,2025-08,2026-09-12,2025-08,Supports professional assessment and gentle expression when indicated; not a universal home schedule,"Clinical findings, diagnosis and treatment",SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:8a56b7336f5227b3aca76f6d726c06f2e98bc5214a31de9bab170e2864b02069,"Unverified home procedure, prevalence ratio and fixed expression intervals removed"
cat-summer-safety-guide-claim-32,blog-162,"Supports symptom-based emergency recognition, gradual cooling with cool water and prompt veterinary care",health,cat-summer-safety-guide-source-32,Protecting Pets During Hot Summer Months,Merck Veterinary Manual,https://www.merckvetmanual.com/news/editorial/2025/05/28/17/27/protecting-pets-during-hot-summer-months,2025-05-28,2026-09-12,2025-05-28,"Supports symptom-based emergency recognition, gradual cooling with cool water and prompt veterinary care",Heatstroke signs and initial response,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:174f7b272ee78cefa744a8cdc400611a5ebe394a26b3fe2d40027fa3570784f2,Unsupported temperature thresholds and fixed room settings removed
dog-eye-care-guide-claim-33,blog-163,"Supports prompt evaluation of pain, watering, squinting, cloudiness and injury; discharge colour alone is not a diagnosis",health,dog-eye-care-guide-source-33,Disorders of the Cornea in Dogs,Merck Veterinary Manual,https://www.merckvetmanual.com/dog-owners/eye-disorders-of-dogs/disorders-of-the-cornea-in-dogs,2024-09,2026-09-12,2024-09,"Supports prompt evaluation of pain, watering, squinting, cloudiness and injury; discharge colour alone is not a diagnosis",Corneal inflammation and ulcer sections,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:0200b24216253ca7ef637d020667ddd10a30a1b8a13caba0ab535b955145c6b0,Colour diagnosis and 48-hour wait removed
dog-summer-paw-protection-claim-34,blog-198,"Supports checking the actual surface, cooler routes, cool-water rinsing and veterinary consultation",health,dog-summer-paw-protection-source-34,How to Protect Your Dog's Paws from Hot Pavement,AAHA,https://www.aaha.org/resources/how-to-protect-dog-paws-from-hot-pavement/,2026-06-12,2026-09-12,2026-06-12,"Supports checking the actual surface, cooler routes, cool-water rinsing and veterinary consultation","Pavement test, burn signs and initial response",SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:4e02e4298015e30e65a44f77b96c175726b7da3c573834513a69a51e0317e88a,Fabricated five-second and 80-percent claims plus rigid clock rules removed
dog-paw-care-guide-claim-35,blog-161,"Supports actual-surface checks, cooler routes, cool-water rinsing and veterinary contact",health,dog-paw-care-guide-source-35,How to Protect Your Dog's Paws from Hot Pavement,AAHA,https://www.aaha.org/resources/how-to-protect-dog-paws-from-hot-pavement/,2026-06-12,2026-09-12,2026-06-12,"Supports actual-surface checks, cooler routes, cool-water rinsing and veterinary contact","Pavement test, burn signs and initial response",SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:306326647646c637ac1abbcea3bc7c801a8a6a843cf062b0103d7f89178fde4b,"Universal temperature, five-second, ten-minute and product-frequency rules removed"
dog-skin-care-guide-claim-36,blog-165,"Supports multifactorial diagnosis and individualized management; not universal breed, site or bathing rules",health,dog-skin-care-guide-source-36,Atopic Dermatitis in Dogs,Merck Veterinary Manual,https://www.merckvetmanual.com/integumentary-system/atopic-skin-conditions-in-dogs-and-cats/atopic-dermatitis-in-dogs,2026-05,2026-09-12,2026-05,"Supports multifactorial diagnosis and individualized management; not universal breed, site or bathing rules",Diagnosis and management,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:c0669d72d8a64555ffdaa7e84bd5a088b9010081f4e021b80252633bc2bdd216,"Unverified top-five ranking, pH numbers and fixed schedules removed"
dog-skin-care-guide-claim-37,blog-165,Supports veterinary evaluation for persistent or significant itching and associated lesions,health,dog-skin-care-guide-source-37,Itching (Pruritus) in Dogs,Merck Veterinary Manual,https://www.merckvetmanual.com/dog-owners/skin-disorders-of-dogs/itching-pruritus-in-dogs,,2026-09-12,current-at-access,Supports veterinary evaluation for persistent or significant itching and associated lesions,Causes and veterinary evaluation,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:c0669d72d8a64555ffdaa7e84bd5a088b9010081f4e021b80252633bc2bdd216,Unsafe two-week wait removed
pet-vet-visit-guide-claim-38,blog-169,"Supports familiar carriers, bedding, treats and advance discussion of severe fear or anxiety",health,pet-vet-visit-guide-source-38,Preparing Your Pet for a Successful Veterinary Visit,AAHA,https://www.aaha.org/resources/preparing-your-pet-for-a-successful-veterinary-visit/,2026-02-10,2026-09-12,2026-02-10,"Supports familiar carriers, bedding, treats and advance discussion of severe fear or anxiety",Carrier acclimation and previsit preparation,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:58e56fab980abdda22d81bcbad384ec7e9294b53cadde32f3d780eeae72220dd,Unverified AVMA statistic and fixed acclimation period removed
pet-vet-visit-guide-claim-39,blog-169,Fasting and medication instructions depend on the anesthesia team and patient,health,pet-vet-visit-guide-source-39,Anesthesia Begins at Home,AAHA,https://www.aaha.org/resources/2020-aaha-anesthesia-and-monitoring-guidelines-for-dogs-and-cats/phase-2-day-of-anesthesia/step-1-anesthesia-begins-at-home/,2020,2026-09-12,2020,Fasting and medication instructions depend on the anesthesia team and patient,Day-of-anesthesia preparation,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:58e56fab980abdda22d81bcbad384ec7e9294b53cadde32f3d780eeae72220dd,Universal fasting statements removed
online-vet-consultation-guide-claim-40,blog-213,직접 진료하지 않은 처방대상 동물용 의약품 처방·투약 제한,health,online-vet-consultation-guide-source-40,수의사법,국가법령정보센터,https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=259085,2024-07-24,2026-09-12,2024-07-24,직접 진료하지 않은 처방대상 동물용 의약품 처방·투약 제한,제12조 및 제41조,SUPPORTED,official_law_read,codex-editorial-audit,2026-09-12,sha256:444d32d9f38a559281dad7fc182d463b21c6b65a32c658592a516e9ae6686656,"Unverified usage statistics, market projections and platform listings removed"
online-vet-consultation-guide-claim-41,blog-213,Supports direct emergency contact and transport rather than waiting for online advice,health,online-vet-consultation-guide-source-41,Pet First Aid,AVMA,https://ebusiness.avma.org/files/ProductDownloads/mcm-client-brochures-pet-first-aid-2025.pdf,2025,2026-09-12,2025,Supports direct emergency contact and transport rather than waiting for online advice,Emergency signs and first response,SUPPORTED,official_pdf_read,codex-editorial-audit,2026-09-12,sha256:444d32d9f38a559281dad7fc182d463b21c6b65a32c658592a516e9ae6686656,Fixed intake threshold removed
pet-allergy-season-guide-claim-42,blog-197,"Supports history and exclusion-based diagnosis, individualized multimodal management, bathing and allergen-specific immunotherapy",health,pet-allergy-season-guide-source-42,Atopic Dermatitis in Dogs,Merck Veterinary Manual,https://www.merckvetmanual.com/integumentary-system/atopic-skin-conditions-in-dogs-and-cats/atopic-dermatitis-in-dogs,2026-05,2026-09-12,2026-05,"Supports history and exclusion-based diagnosis, individualized multimodal management, bathing and allergen-specific immunotherapy",Diagnosis and treatment,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:f1e3b7f5ba6a67ad71f445c305e52a58203e7f0d486d947c2a300629b0cc5c8b,"Unsupported prevalence, ranking, calendar and universal medication claims removed"
pet-human-allergy-guide-claim-43,blog-234,"Supports protein allergen scope, lack of hypoallergenic breeds, bedroom separation, HEPA filtration and cleaning",health,pet-human-allergy-guide-source-43,Pet Allergens,National Institute of Environmental Health Sciences,https://www.niehs.nih.gov/health/topics/agents/allergens/pets,,2026-09-12,current-at-access,"Supports protein allergen scope, lack of hypoallergenic breeds, bedroom separation, HEPA filtration and cleaning",Allergen sources and preventive strategies,SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:42dbb7fd241ce2b743301927b31f930924a69a1c5100ae9a222faee0aa230d05,Unsupported prevalence and fixed reduction percentages removed
pet-human-allergy-guide-claim-44,blog-234,"Supports symptom list, allergist testing, bedroom exclusion and individualized treatment",health,pet-human-allergy-guide-source-44,Pet Allergy,"American Academy of Allergy, Asthma & Immunology",https://www.aaaai.org/conditions-treatments/allergies/pet-allergy,,2026-09-12,current-at-access,"Supports symptom list, allergist testing, bedroom exclusion and individualized treatment","Symptoms, diagnosis and management",SUPPORTED,official_page_read,codex-editorial-audit,2026-09-12,sha256:42dbb7fd241ce2b743301927b31f930924a69a1c5100ae9a222faee0aa230d05,No guaranteed coexistence or treatment outcome claimed
dog-patellar-luxation-stages-claim-45,cond-dog-patellar-luxation,Supports grading and case-dependent treatment; unsupported Korean prevalence and fixed CT/checkup rules removed,health,dog-patellar-luxation-stages-source-45,Patellar Luxation (Dislocating Kneecap) in Dogs,American College of Veterinary Surgeons,https://www.acvs.org/small-animal/patellar-luxations/,,2026-09-12,current-at-access,Supports grading and case-dependent treatment; unsupported Korean prevalence and fixed CT/checkup rules removed,"Grading, diagnosis and individualized treatment",NEEDS_EXPERT_REVIEW,official_page_read,codex-editorial-audit,2026-09-12,sha256:fbfafe167d781cc26a32681f2e09766bd0af19c5abeda794fa531f97cf5d6fd1,Qualified veterinary review still required before publication
dog-patellar-luxation-claim-46,condition-dog-patellar-luxation,"Supports grading and common surgical approaches; success, recurrence and fixed recovery schedules removed",health,dog-patellar-luxation-source-46,Patellar Luxation (Dislocating Kneecap) in Dogs,American College of Veterinary Surgeons,https://www.acvs.org/small-animal/patellar-luxations/,,2026-09-12,current-at-access,"Supports grading and common surgical approaches; success, recurrence and fixed recovery schedules removed","Grading, surgery and recovery",NEEDS_EXPERT_REVIEW,official_page_read,codex-editorial-audit,2026-09-12,sha256:92f5707f3d7b3ed08d13cf985ab6721daa9b9e6fb58903911b4108d001f5f65c,Unverified veterinary-review claim removed
dog-heartworm-disease-claim-47,cond-dog-heartworm-prevention,Supports veterinarian-directed prevention and testing; fixed test and product timings narrowed,health,dog-heartworm-disease-source-47,Canine Guidelines,American Heartworm Society,https://www.heartwormsociety.org/veterinary-resources/american-heartworm-society-guidelines/canine,2024,2026-09-12,2024,Supports veterinarian-directed prevention and testing; fixed test and product timings narrowed,"Transmission, testing, prevention and treatment",NEEDS_EXPERT_REVIEW,official_page_read,codex-editorial-audit,2026-09-12,sha256:1a7a060804eafd20699d6e8292dd7e1c687934cee155e3bee58135269a16f019,Product-specific details need veterinary review
