content_id,url,type,title,category,status,published_at,updated_at,content_hash,source_count,review_state,primary_intent,gsc_clicks,gsc_impressions,gsc_window,gsc_available,proposed_action,reason,evidence,approval_needed
blog-625,/blog/anticipatory-grief-pet-guide,blog,예기 슬픔 — 반려동물이 아직 살아있는데 이미 슬픈 이유,6,published,2026-11-23T11:00:00.000Z,,sha256:9ac0505e14202967d5e7cba483fa6b3ef4489530febc24bc16dd5625a2c6cd9a,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-100.ts,true
blog-448,/blog/anxiety-vest-thunder-shirt-guide,blog,"강아지 불안 조끼(썬더셔츠) — 효과가 있는지, 언제 사용하는지",5,published,2026-08-27T09:00:00.000Z,,sha256:8b34db5cb14a11ce7b1dea6292124a3759aa301054a49ab4aab806c4b8d4da07,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-65.ts,true
blog-apartment-pet-dispute-guide,/blog/apartment-pet-dispute-guide,blog,아파트에서 반려동물로 인한 분쟁 — 법적 기준과 해결 방법,4,published,,,sha256:0f325f0e27889a7e6ecd41d542172aa0ae95915515ea22b1c8e71c1a96a4e4f7,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-10.ts,true
blog-390,/blog/autumn-pet-care-guide,blog,가을 반려동물 케어 — 털갈이·건조함·진드기 시즌을 대비하는 방법,5,published,2026-07-29T09:00:00.000Z,,sha256:4b5a3f0cdd1deb3566d4604cc3b38ff833bab11e5b79b19db81051b96dc45884,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-53.ts,true
blog-743,/blog/blind-deaf-dog-adoption-guide,blog,시각·청각 장애견 입양 — 특수 요구 반려견과 함께,1,published,2027-01-22T09:00:00.000Z,,sha256:a0fb65382dbde74b557c21696751f43bd6c64607572ac24f57c03267af6144ba,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-124.ts,true
blog-694,/blog/breed-specific-legislation-korea,blog,한국 견종 규제법 — 맹견 지정 기준과 보호자 의무,4,published,2026-12-28T09:00:00.000Z,,sha256:44f68458dd44d58963dbcf55b91100bdcc27120d42d92c59f320f9f7fbf8d9f9,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-114.ts,true
blog-188,/blog/british-shorthair-care-guide,blog,브리티시 숏헤어 완전 케어 가이드 — 특성·건강·생활,5,published,2026-06-23T18:00:00.000Z,,sha256:539f4bb8906f2c4d4850ec67bd3a7bfe50849cfe3b63fbc5d3572842356a9ad4,0,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-19.ts,true
seed-guide-carrier-training,/guide/carrier-training-guide,guide,반려동물 이동장 훈련 — 고양이·강아지 스트레스 없이 적응시키기,5,published,2026-05-22T00:00:00.000Z,,sha256:e0c34a3b497acfe8c40b77aaa54e349ac6994774de652faff734b7ec9a5ded38,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/contents.ts,true
blog-310,/blog/cat-adoption-checklist,blog,고양이 입양 전 체크리스트 — 퍼스트캣 준비물부터 성격 맞춤까지,1,published,2026-06-19T09:00:00.000Z,,sha256:0f370a7940dfa03d4da7601e08d07ae2f132144ea2b5a9d085ee1fa9dd16ed02,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-37.ts,true
seed-guide-cat-adoption-checklist,/guide/cat-adoption-checklist,guide,고양이 입양 전 체크리스트 — 준비부터 첫 검진까지,1,published,2026-05-16T00:00:00.000Z,,sha256:014808509591c1fdfd7cf66432f86d0774c98e30382bdaad3535b03a7fe09206,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/contents.ts,true
blog-232,/blog/cat-anal-gland-guide,blog,고양이 항문낭 완전 가이드 — 강아지와 다른 케어 포인트,3,published,2026-07-02T22:00:00.000Z,,sha256:93b849547007c57ce1e71268bf8c71c25300921e22dd2e62489cd6fad62a886c,1,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-24.ts,true
blog-637,/blog/cat-aortic-thromboembolism-guide,blog,고양이 대동맥 혈전 색전증 — 갑자기 뒷다리가 마비되는 응급,3,published,2026-11-29T11:00:00.000Z,,sha256:fd1aca637ff5a2296fb4ec223d547a114d6c7321742151cc5acaf5dc66de5a51,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-103.ts,true
blog-cat-appetite-loss-guide,/blog/cat-appetite-loss-guide,blog,고양이 밥 안 먹을 때 — 원인과 식욕 돌리는 방법,5,published,,,sha256:068dce4f845a274ab5a3967f6aaefdcdb97e974fc314ebaed622f1fbc770ae10,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-12.ts,true
seed-condition-cat-asthma,/condition/cat-asthma,condition,고양이 천식·기관지염 — 증상·원인·환경 관리,3,published,2026-05-21T00:00:00.000Z,,sha256:67ff720257f6c3ee508fb1b70c731048b129eb41395e12ac0d3e8050882bb6ba,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/contents.ts,true
blog-399,/blog/cat-asthma-bronchitis-guide,blog,"고양이 천식·기관지염 — 기침하는 고양이, 헤어볼인지 천식인지",3,published,2026-08-02T11:00:00.000Z,,sha256:4e36c67a547b5803cfbe0ca911c34fe5b27544c5c7b955d7eacbcd5f74714c22,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-55.ts,true
blog-488,/blog/cat-asthma-bronchitis-guide,blog,고양이 천식·기관지염 — 기침·쌕쌕거리는 숨소리가 신호다,3,published,2026-09-16T09:00:00.000Z,,sha256:697b117795e6efa7909770fdd33a9c563727cb63814bad813adfc1e35e3527ba,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-73.ts,true
blog-742,/blog/cat-asthma-chronic-cough,blog,고양이 천식 — 기침·헥헥거림이 반복될 때,3,published,2027-01-21T11:00:00.000Z,,sha256:3a9b0171025e304a415193f3b1c46ec7fb4bf71fab3f0df9e66f8093a8e29a9f,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-124.ts,true
blog-370,/blog/cat-biting-scratching-correction,blog,고양이가 물고 할퀴는 행동 교정 — 공격이 아닌 의사소통임을 이해하기,5,published,2026-07-19T09:00:00.000Z,,sha256:dfec321ebe43d591c59c5c584c846efeb78fc9ebc6db41555bd5bba6b615012b,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-49.ts,true
blog-574,/blog/cat-body-language-guide,blog,고양이 바디랭귀지 — '괜찮아요'와 '그만해요'를 구분하는 방법,5,published,2026-10-29T09:00:00.000Z,,sha256:f1bb86a1bfc956a7791cda8f73f993a0f296ea54d808b81430854a0a02b7bf5c,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-90.ts,true
blog-258,/blog/cat-breed-guide-personality-environment,blog,고양이 품종별 성격 완전 비교 — 활동량·친화도·독립성으로 고르는 법,1,published,2026-06-03T16:00:00.000Z,,sha256:bcb8b4e8d9e05ec4b6c9573fb3c336935b6d5f94fa598254e7a8d55ad017e0d7,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-28.ts,true
blog-723,/blog/cat-breed-personality-before-adoption,blog,고양이 품종별 성격 특성 — 입양 전 알아야 할 현실,1,published,2027-01-12T09:00:00.000Z,,sha256:0c8f2bb3ee9f0864412bc93dbfcb0b189609f7136d29d3f5d979809c5c78bc63,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-120.ts,true
blog-cat-breed-selection-guide,/blog/cat-breed-selection-guide,blog,고양이 품종 선택 가이드 — 성격과 환경에 맞는 품종 고르는 법,1,published,,,sha256:52c2b75cc59ed54bea646e279c1f708f3ddb08bc513b48828f3ad51fb84984b2,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-4.ts,true
blog-739,/blog/cat-calorie-calculation-obesity-prevention,blog,고양이 사료 칼로리 계산 — 비만 예방 급여량 기준,2,published,2027-01-20T09:00:00.000Z,,sha256:02028c6a38e85b51188f927c41a3488f2387995b1793530cde54635814dc4d02,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-123.ts,true
blog-396,/blog/cat-carbohydrate-diet-truth,blog,고양이에게 탄수화물이 나쁜가 — 그레인프리 열풍의 진실,2,published,2026-08-01T09:00:00.000Z,,sha256:f0a74d4d22108f316a87f4f23cbb197e46b1f347b1a38104eb5c1dd9023450d6,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-55.ts,true
blog-449,/blog/cat-cardboard-box-psychology,blog,고양이가 박스를 좋아하는 이유 — 과학으로 읽는 고양이 심리,5,published,2026-08-27T11:00:00.000Z,,sha256:812245c7a8548b0c4699299b774bbad5619a74475f3dd39ef33e1a5d8b3de679,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-65.ts,true
blog-147,/blog/cat-carrier-training-guide,blog,고양이 이동장 적응 훈련 — 스트레스 없이 이동하는 법,5,published,2026-06-15T05:00:00.000Z,,sha256:54eca816cad34a08f2e38b4918bc2f888c90cc3d8960dbadd95c28d44512a7fb,0,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-15.ts,true
blog-651,/blog/cat-chronic-gingivitis-prevention,blog,고양이 만성 치은염 예방 — 매일 구강 관리의 실제 효과,3,published,2026-12-06T11:00:00.000Z,,sha256:38f59b427121fe410469e7cf03f5efb2dad87ebf0c10914c8e2b97e648da5a45,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-106.ts,true
seed-condition-cat-ckd,/condition/cat-chronic-kidney-disease,condition,고양이 만성 신부전(CKD) — 조기 신호·단계·관리,3,published,2026-05-20T00:00:00.000Z,,sha256:f3e7547a50d5323c8658632526ef309e0a9623fa911c72a46089c018b4d52b13,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/contents.ts,true
blog-458,/blog/cat-chronic-pain-recognition,blog,고양이 만성 통증 인지하기 — 아픔을 숨기는 동물의 신호,3,published,2026-09-01T09:00:00.000Z,,sha256:093fc89d60861b7a11d1bb5487b12c180db957fd8a4104ccee5399e04241c61b,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-67.ts,true
blog-513,/blog/cat-ckd-diet-management,blog,고양이 CKD 식이 관리 — 신장 처방식 거부할 때 어떻게 하나,3,published,2026-09-28T11:00:00.000Z,,sha256:2412f45249d1101de191e0a657c36f7e347dfd8ec7044879ad30173cd0f1a150,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-78.ts,true
blog-cat-clicker-training-guide,/blog/cat-clicker-training-guide,blog,고양이 클리커 훈련 — 고양이도 훈련이 가능하다,5,published,,,sha256:93e84968a9adb40fad85f43ec540ffe78014f51f30af4f3decc80423fa3965a1,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-12.ts,true
blog-430,/blog/cat-coat-color-personality-myth,blog,삼색 고양이·고등어 고양이 — 색깔로 성격을 판단해도 될까,1,published,2026-08-18T09:00:00.000Z,,sha256:965ebec3cb17f68fda4c52ca9736935da22e502322ced2ac23df60b70c140dc1,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-61.ts,true
blog-196,/blog/cat-cold-weather-guide,blog,고양이 추운 날씨 케어 가이드 — 저체온·건조·실내 환경 관리,5,published,2026-06-25T10:00:00.000Z,,sha256:95a5a0ab09825360fecf9964a156dfa5bb1072185f6b586758b9074f48c79f1d,0,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-20.ts,true
blog-cat-conjunctivitis-guide,/blog/cat-conjunctivitis-guide,blog,고양이 결막염 — 눈이 빨갛고 눈곱이 심하다면,3,published,,,sha256:e76fecd25ec2cd41c4ecd7b7000a5df2467e627fecf393b31f0d9b3450ad1be3,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-8.ts,true
blog-692,/blog/cat-conjunctivitis-home-vs-vet,blog,고양이 결막염 — 집에서 할 수 있는 것과 없는 것,3,published,2026-12-27T09:00:00.000Z,,sha256:a008672ec017cec761523e3a62e48cca8f264165510cb889e8bf310844e8434a,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-114.ts,true
seed-condition-cat-constipation,/condition/cat-constipation,condition,고양이 변비 — 원인·증상·가정 관리와 병원 방문 기준,3,published,2026-05-22T00:00:00.000Z,,sha256:1e3d1f917ace88208c1bc63f0dbeb5e3749948904c02de05a7eceb2be12777d7,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/contents.ts,true
blog-cat-constipation-guide,/blog/cat-constipation-guide,blog,고양이 변비 — 원인·증상·응급 신호·집에서 할 수 있는 것,3,published,,,sha256:45e5d96a8f289136112266dc9c202c731bf8b9990d7097a03a889ba9ec1b36ff,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-8.ts,true
blog-441,/blog/cat-corneal-eye-injury-guide,blog,고양이 눈 상처·각막 궤양 — 찡그린 눈을 지나치면 안 되는 이유,3,published,2026-08-23T11:00:00.000Z,,sha256:acd19715338c8d50ab555164ffd4e22462953d7753b3d001325d7117e5465729,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-64.ts,true
blog-662,/blog/cat-corneal-ulcer-guide,blog,"고양이 각막 궤양 — 눈 비비는 행동, 집에서 기다리면 안 되는 이유",3,published,2026-12-12T09:00:00.000Z,,sha256:1cdbc4e8e1856023280128c39439633d65505108e4d4ce76d78356a8e9c0e34c,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-108.ts,true
blog-487,/blog/cat-daily-food-amount-guide,blog,고양이 하루 사료 적정량 — 눈대중으로 주면 안 되는 이유,2,published,2026-09-15T11:00:00.000Z,,sha256:65808870ab1c4f105d0682db1a5c55b01683dfa40272a97c6651849e159ab073,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-73.ts,true
blog-cat-dental-care,/blog/cat-dental-care,blog,고양이 치아·구강 관리 — 칫솔질부터 스케일링까지,5,published,2026-05-03,,sha256:56e7cacc5e3fa6d3b6a8ef3c8018647379013273b3a389609360a93e15b894e2,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-3.ts,true
blog-351,/blog/cat-dental-care-complete,blog,고양이 치아 관리 완전 가이드 — 칫솔질부터 치과 처치까지,3,published,2026-07-09T11:00:00.000Z,,sha256:8806745eb2ebd5753d9f7c5d07f1299b6d22214af9af7d8af461091a03e61dc5,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-46.ts,true
seed-guide-cat-dental-care,/guide/cat-dental-care-guide,guide,고양이 치아 건강 관리 — 양치 방법과 치주 질환 예방,5,published,2026-05-20T00:00:00.000Z,,sha256:c556f21096c84ed0f34e2008d840bec06c6f15b4c4e14e3fa9cab9736cf1b430,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/contents.ts,true
blog-572,/blog/cat-dental-care-home-guide,blog,고양이 치아 관리 — 칫솔질을 싫어하는 고양이 설득하는 방법,3,published,2026-10-28T09:00:00.000Z,,sha256:faa99141cf4ba31ddcf39b271496857128f6dc47f612e9845a7ce102a8f05e58,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-90.ts,true
cond-cat-dental-disease,/condition/cat-dental-disease,condition,고양이 치주 질환 — 예방과 홈케어,3,review_queue,,,sha256:53918294d03e33f7b5e069227aa8cca51682a286648eb028ec0c6745f1fa1131,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/conditions-batch-1.ts,true
blog-727,/blog/cat-dental-extraction-recovery,blog,고양이 발치 후 회복 — 수술 후 식이와 통증 관리,3,published,2027-01-14T09:00:00.000Z,,sha256:6d57f633660c8492cc31775fa6773dc6a2f4af91c6811603da8f7bed23e98b22,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-121.ts,true
seed-condition-cat-diabetes,/condition/cat-diabetes,condition,고양이 당뇨 — 증상·진단·인슐린 치료와 식이 관리,3,published,2026-05-22T00:00:00.000Z,,sha256:affa497c29fa8b65ccd34f8bdb598911a28a9f8b65740b4b9f83975758076339,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/contents.ts,true
blog-532,/blog/cat-diabetes-insulin-guide,blog,고양이 당뇨 — 인슐린 투여와 관해(Remission)를 위한 핵심 관리,3,published,2026-10-08T09:00:00.000Z,,sha256:69b23943b8ecf5043dc9c9947723b2acb620151c4855f9369634d573f048ee9f,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-82.ts,true
blog-cat-diabetes-management,/blog/cat-diabetes-management,blog,고양이 당뇨 — 진단 후 일상 관리 완전 가이드,3,published,,,sha256:c0055abc325c9e68fddbc142855d38c949334af639292e84408946db50e4e4b3,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-7.ts,true
blog-413,/blog/cat-diabetes-management-guide,blog,고양이 당뇨 — 진단 후 집에서 관리하는 방법,3,published,2026-08-09T11:00:00.000Z,,sha256:36d5459a9152d78098ac271d75d3144237abe493a36c7ff2198f8762e30f816c,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-58.ts,true
blog-623,/blog/cat-dog-first-meeting-guide,blog,고양이와 강아지 첫 만남 — 평화로운 공존을 위한 단계별 방법,1,published,2026-11-22T11:00:00.000Z,,sha256:6b59c5658266a141db428b79b2c7f61d5302f69c1d3dea9f1e12f1c74a86fdcd,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-100.ts,true
blog-225,/blog/cat-dog-harmony-guide,blog,고양이와 강아지 평화로운 공존 — 관계 심화 완전 가이드,5,published,2026-07-01T11:00:00.000Z,,sha256:d81ba1158bddfed4d703a2a8d47a96affb0a829a25f05767097f6d73b60e79fa,0,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-23.ts,true
blog-480,/blog/cat-elimination-diet-guide,blog,고양이 알레르기 제거 식이 — 제대로 하는 방법과 흔한 실수,2,published,2026-09-12T09:00:00.000Z,,sha256:b80329fcfa204f7dc8e7af9091265eebc2e742bed83ca160fa69f8be849c5c13,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-71.ts,true
blog-599,/blog/cat-enrichment-toys-guide,blog,고양이 장난감 선택 완전 가이드 — 어떤 장난감이 왜 좋은가,5,published,2026-11-10T11:00:00.000Z,,sha256:7d7879eba3b825f8d74d80e78753b81b878ee7ad7a6c5f3da755f65ff0c17ec0,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-95.ts,true
blog-cat-environmental-enrichment,/blog/cat-environmental-enrichment,blog,고양이 환경 풍요화 — 실내 고양이의 삶을 풍요롭게 만드는 방법,5,published,,,sha256:0582721b407e906bd1fb6d3918ade5f696007bdb87c37368e940ac6c64bd117d,3,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-11.ts,true
blog-470,/blog/cat-euthanasia-preparation,blog,고양이 안락사 — 결정 전에 알아야 할 것들,6,published,2026-09-07T09:00:00.000Z,,sha256:8844bf91cc5164a66d329bbb50df77340fb689230611d5f5ed3414013dae79ee,2,UNVERIFIED,not_semantically_classified,,,,false,NEEDS_HUMAN_REVIEW,Repository seed inventory only; body value and source support require separate review,db/seeds/blog-posts-69.ts,true
